id колледжа;Федеральный округ;Регион;Город;Название ВУЗа;Тип колледжа;Колледж при вузе;Направление колледжа;Официальный сайт;Адрес головного корпуса;Телефон приемной комиссии;Срок действия аккредитации;Достижения колледжа, факты и цифры;Общежитие;Стоимость общежития (минимальная в месяц);Государственная академическая стипендия (мес.);Стипендия по социальным льготам;Ссылка на ютуб-ролик о колледже ;WORLDSKILLS HI-TECH 2017;DIGITALSKILLS 2017;EUROSKILLS 2018;ТОП-100;по порядку;Синонимы
770301;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургский полицейский колледж;Негосударственный;Нет;Служба и военное дело ;www.police-college.ru;г. Санкт-Петербург, ул. 7-ая Красноармейская, д. 26, лит.Б;+7 (812 )316-03-88;с 06.06.2018 по 02.06.2020;Санкт-Петербургский полицейский колледж обеспечивает студентов не просто высоким уровнем образования, но и комфортными условиями для развития: светлыми аудиториями, тренажерным залом, музеем и кафе. Студенты получат хорошую базу для улучшения своих качеств и навыков. После окончания обучения большой процент выпускников трудоустраивается и продолжает развиваться в желаемой отрасли.;Нет ;;Нет;Нет;https://youtu.be/ruftToEaqwA;;;;;241;"Питерский Колледж полиции; колледж полиции спб;"
770303;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургский техникум библиотечных и информационных технологий;Государственный;Нет;Широкий профиль ;www.spbbt.ru;г. Санкт-Петербург, Лиговский просп., д. 70, литер А;+7 (812) 764-10-03;с 14.11.2016 по 02.06.2020;Санкт-Петербургский библиотечный техникум является одним из старейших библиотечных техникумов в стране. Он начал работать в 1930 году. Чтобы познакомиться поближе с архивами и старинными книгами, для студентов организовываются экскурсии в редкие архивные комнаты. Студенты ближе знакомятся с предметом изучения, получают бесценный опыт. ;Нет ;;539;809;https://youtu.be/55nCsdVqlAk;;;;;326;"библиотечный колледж санкт-петербург; колледж информационных технологий спб;"
770304;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургский техникум железнодорожного транспорта;Государственный;Нет;Технологии и технические науки ;www.sptgt.ru;г. Санкт-Петербург, ул. Бородинская, д. 6;+7 (812) 315-80-54;c 04.04.2018 по 04.04.2024;Санкт-Петербургский техникум железнодорожного транспорта — единственное в Санкт-Петербурге государственное образовательное учреждение среднего профессионального образования, которое готовит специалистов среднего звена (техников) практически по всем основным профессиям железнодорожного транспорта. За 108-летний период своего существования техникум выпустил свыше 40 тысяч специалистов, многие из которых занимают руководящие посты, являются докторами и кандидатами наук, изобретателями.;Есть;1500;600;900;нет;;;;;317;"колледж жд транспорта спб; жд техникум питер;"
770305;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургский технический колледж управления и коммерции;Государственный;Нет;Технологии и технические науки ;www.tcmc.spb.ru;г. Санкт-Петербург, Б.Сампсониевский пр., д. 61;+7 (812) 608-00-55;с 07.06.2018 по 07.06.2024;Колледж считается одним из ведущих профессиональных образовательных учреждений Санкт-Петербурга и Северо-Западного региона России. Качество образования обеспечивается прекрасными преподавателями и располагающей к учебе атмосферой. Студенты развивают необходимые навыки, получают актуальные знания. Большое значение в профессиональном развитии имеет практика, которую проходит каждый учащийся и становится на одну ступень выше в карьерном плане.;Есть;1 010;539;809;нет;;;;ДА;325;"колледж коммерции спб; тех колледж управления питер; ткуик спб;"
770306;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургский университет МВД России;Государственный;Нет;Служба и военное дело ;www.университет.мвд.рф;г. Санкт-Петербург, ул. Летчика Пилютова, д. 1;+7 (812) 450-39-68;с 27.04.2016 по 27.04.2022;Мотивирующая образовательная среда, созданная в колледже, способствует успешной подготовке студентов, поскольку обучение строится на взаимодействии в образовательном процессе студентов не только с преподавателями, но и с социальными партнерами-работодателями (дуальное обучение). В колледже используются электронные образовательные ресурсы, функционируют дистанционные курсы, лингвистический центр, центр профессионального обучения 1С. Студенты старших курсов могут работать по специальности, перейдя на индивидуальный учебный план, что позволяет лучше подготовиться к профессиональной деятельности.;Есть;930;16640;23400;;;;;;286;"колледж мвд спб; колледж при университете мвд спб;"
770308;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургское музыкальное училище им. М.П. Мусоргского;Государственный;Нет;Культура и искусство ;www.hmusorgsky.ru;г. Санкт-Петербург, ул. Моховая, д. 36;+7 (812) 273-51-42;c 09.11.2016 по 16.05.2019;В 2012, 2013 и 2014 годах Музыкальное училище имени М.П. Мусоргского трижды вошло в Топ-100 лучших средних профессиональных учебных заведений России. Высокое признание заслуг коллектива училища в развитии музыкального образования и сферы культуры и искусства подтверждается достижениями как преподавателей, так и студентов. И хотя приоритетным направлением в подготовке специалистов остаются учебные достижения студентов, победы на конкурсах также способствуют формированию важных профессиональных качеств музыкантов. Ежегодно студенты Музыкального училища имени М.П. Мусоргского покоряют вершины Музыкального Олимпа. Право стать лучшим выпускником училища заслуживают студенты, которые отлично учатся, побеждают на престижных конкурсах и активно участвуют в общественной и культурной жизни училища и города.;Есть;;539;809;http://musorgsky.ru/musiccollege/virtual_tour.html;;;;ДА;341;"Колледж Мусоргского; музыкальный колледж спб;"
770310;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургское музыкально-педагогическое училище;Государственный;Нет;Культура и искусство ;www.hmpu-spb.ru;г. Санкт-Петербург, ул. Воскова, д. 1;+7 (812) 232-74-79;c 14.06.2017 по 14.06.2023;"За практически 75-летнее существование училища педагогическим 
коллективом накоплен большой опыт по подготовке педагога — музыканта. С 
2005 года в качестве основного инструмента открыт класс «классической 
гитары». Индивидуальные уроки основного и дополнительного музыкального 
инструмента, дирижирования, вокала, аккомпанемента позволяют создать 
индивидуальную траекторию для каждого студента.";Нет ;;539;809;;;;;;340;"Музыкальный колледж спб; музыкально-педагогический колледж спб; мпу спб;"
770311;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Санкт-Петербургское художественное училище им. Н.К. Рериха;Государственный;Нет;Культура и искусство ;www.rerihspbhu.ru;г. Санкт-Петербург, Гражданский просп., д. 88, корп. 2;+7 (812) 555-97-35;с 26.12.2016 по 20.06.2020;В настоящее время училище ведет образовательную деятельность по программам среднего профессионального образования в области Искусства. Студенты учатся у преподавателей с большим опытом и любовью к своей профессии.;Нет ;;539;809;https://youtu.be/eLw30GQP_hE;;;;;242;"Колледж рериха; питерское художественное училище;"
770322;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Сестрорецкий лицей им. С.И. Мосина;Государственный;Нет;Медицина и здравоохранение ;www.prof-120.edusite.ru;г. Санкт-Петербург, г. Сестрорецк, Приморское шоссе, д. 280 А;+7 (812) 241-31-20;с 26.12.2016 до 26.04.2019;Сестрорецкий профессиональный лицей является старейшим в России. Основан в 24 июня 1899 года при Сестрорецком оружейном заводе. Изначально лицей был ремесленной школой, организатором которой стал начальник завода С.И.Мосин. За длительный период существования лицей несколько раз менял свое название и профилирующие специальности, но всегда оставался поставщиком квалифицированных кадров оружейного профиля. В последние годы училище готовит специалистов для санаторно-курортного комплекса и обслуживающего персонала гостиниц. ;Нет ;;539;809;;;;;;297;"колледж мосина спб; сестрорецкий колледж спб; Профессиональное училище 120;"
770302;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Социальный техникум при Северо-Западной академии государственной службы (ФСПО СЗИУ РАНХиГС);Государственный;Нет;Широкий профиль ;www.sziu.ranepa.ru/fspoidp/o-fakultete/obshchie-svedeniya;г. Санкт-Петербург, ул. Будапештская, д. 38, корп. 6;+7 (812) 335-94-74;c 12.03.2018 по 12.03.2024;Факультет среднего профессионального образования и довузовской подготовки (ФСПОиДП) был создан в 2010 году путем присоединения Социального техникума к СЗИУ РАНХиГС. Несмотря на то что факультет был организован сравнительно недавно, он имеет богатую историю. Он был создан на базе Социального техникума, основанного в 1923 году с целью подготовки квалифицированных специалистов социальной направленности. С момента основания учреждения началась подготовка кадров для протезно-ортопедических предприятий города и страны по специальности «Протезно-ортопедическая и реабилитационная техника». С 1969 — по специальностям «Право и организация социального обеспечения», а с 1976 года — по специальности «Экономика и бухгалтерский учёт (по отраслям)».;Нет ;;665;998;нет;;;;;321;"Колледж при ФСПО СЗИУ РАНХиГС; социальный колледж спб; питерский социальный техникум;"
770330;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;"Техникум ""Автосервис""";Государственный;Нет;Технологии и технические науки ;www.pl-110.ru;г. Санкт-Петербург, просп. Космонавтов, д. 96, корп. 2;+7 (812) 727-19-19;с 29.12.2015 по 14.05.2021;"Дата создания образовательной организации- 1974 год. В мастерских самое современное оборудование «Bosch», которое не могут себе позволить многие СТО Петербург. За 1 учебный год предлагается освоить одновременно три специальности:  Слесаря по ремонту автомобилей;Водителя категорий ""B"" и ""C""!Оператора АЗС.";Нет ;;539;809;;;;;;253;"Колледж автосервис; автосервис мцпк спб;"
770331;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;"Техникум ""Приморский""";Государственный;Нет;Технологии и технические науки ;www.tehnikumprimorski.ru;г. Санкт-Петербург, просп. Сизова, д. 15;+7 (812) 417-29-50;с 21.01.2014 по 21.01.2019;"Техникум создан 30.03.1945 года в статусе Ремесленного училища № 52
Много знаменитых людей вышли из училища. Например, в 1952 году Гагарин проходил практику в приморском техникуме.В настоящее время  сотрудничает и готовит квалифицированных рабочих и служащих для таких предприятий как: ОАО «Климов», ОАО ""Лэнд"", ""Красный Октябрь"", СПАРЗ № 20, ГУДП ""Коломяжское"", Администрация, Военкомат, РОНО Приморского района и др.";Нет ;;539;809;https://youtu.be/CQ2Nau_T1dA;;;;;256;"приморский колледж;"
770264;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Техникум пищевой промышленности Санкт-Петербургского государственного экономического университета (СПбГЭУ);Государственный;Да;Пищевая отрасль;www.unecon.ru/tpp;г. Санкт-Петербург, ул. Большая Морская, д. 8;+7 (812) 458-97-58;с 12.03.2015 по 12.03.2021;Техникум – единственное на северо-западе учебное заведение среднего профессионального образования, которое готовит квалифицированных специалистов в области хлебопечения, кондитерского и макаронного производства, пивоварения, спиртового и ликероводочного производств.;Есть;912;1271;1907;;;;;ДА;330;"Колледж при СПбГЭУ;"
770347;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Университетский политехнический колледж Санкт-Петербургского политехнического университета Петра Великого (СПбПУ);Государственный;Да;Технологии и технические науки ;www.college.spbtu.ru;г. Санкт-Петербург, просп. Энгельса, д. 23;+7 (812) 294-03-03;с 07.04.2016 по 11.03.2019;Успешная подготовка специалистов, востребованных на рынке труда, обеспечивается наличием в колледже современного учебно-лабораторного оборудования и методического обеспечения. По ряду специальных дисциплин преподавание ведется профессорско-преподавательским составом университета, часть лабораторных и практических занятий для студентов колледжа проводятся на базе кафедральных лабораторий. Использование электронной библиотеки СПбПУ позволяет организовать информационно-библиотечное обеспечение учебного процесса на современном уровне, включая свободный доступ через Интернет к электронному каталогу.;Нет ;;539;809;https://youtu.be/ISxhJCDaG5E;;;да;;265;"Колледж при СПбПУ; колледж петра великого; "
770364;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Училище олимпийского резерва №2 (г. Санкт-Петербург);Государственный;Нет;Спорт и физическая культура;www.spbuor.ru/;г. Санкт-Петербург, ул. Коммуны, д. 39;+7 (812) 241-37-40;c 21.08.2018 по 21.06.2021;Училище олимпийского резерва (техникум) осуществляет набор в 9, 10-11 классы и на 1 курс. Иногородним предоставляется бесплатное общежитие. Техникум предоставляет массу возможностей для развития в спорте и физической культуре. Более десятка специализаций предусмотрены во время обучения (от кёрлинга до борьбы). ;Есть;;539;809;https://youtu.be/fu4hsaujGQA;;;;;342;"2 колледж олимпийского резерва спб; второй олимпийский колледж спб;"
770288;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Фармацевтический техникум Санкт-Петербургской государственной химико-фармацевтической академии (СПХФА);Государственный;Нет;Медицина и здравоохранение ;www.spbfarmt.pharminnotech.com;г. Санкт-Петербург, пер. Татарский, д. 12;+7 (812) 499-39-20;c 17.08.2018 по 06.08.2021;"Фармацевтический техникум является структурным подразделением  ФГБОУ ВО СПХФУ Минздрава России с 2012 года и осуществляет подготовку специалистов среднего профессионального образования. Учредителем  является Министерство здравоохранения Российской Федерации. Является членом Ассоциации средних специальных учебных заведений Санкт-Петербурга и Северо-Запада ""Специалист"" и членом Фармацевтической Ассоциации Санкт-Петербурга Северо-запада. Специалисты, имеющие диплом ""фармацевта"", работают в аптеках по приготовлению и отпуску лекарств, на аптечных складах, аптечных киосках и аптечных пунктах.";Нет ;;1,300;2,000;https://youtu.be/WMGGz3hX1rc;;;;;239;"фармацевтический колледж спб; колледж при СПХФА; фармацевтический техникум при академии спб;"
770369;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Фельдшерский колледж (г. Санкт-Петербург);Государственный;Нет;Медицина и здравоохранение ;www.fmkspb.ru;г. Санкт-Петербург, ул. Ушинского, д. 45;+7 (812) 594-79-05;с 07.06.2018 по 07.06.2024;История колледжа берет свое начало от общины сестер милосердия имени генерал-адъютанта М.П. фон-Кауфмана более 100 лет назад. Сейчас колледж входит в число лучших учебных заведений России и обеспечивает высококачественную подготовку студентов.;Нет ;;539;809;https://youtu.be/KfL95xV-Lds;;;;;245;"питерский фельдшерский колледж; колледж фельдшеров спб;"
770371;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Хоровое училище им. М.И. Глинки;Государственный;Нет;Культура и искусство ;www.glinkachoralcollege.ru;г. Санкт-Петербург, ул. Мастерская, д. 4;+7 (812) 714-03-01;с 18.06.2018 до 18.06.2024;Хоровое училище имени М.И. Глинки – старейшее профессиональное учебное заведение России. Хор мальчиков Хорового училища имени М.И. Глинки много гастролирует за рубежом. В 2018 году в рамках укрепления российско-скандинавского сотрудничества в сфере профессионального музыкального образования ребята посетили мастер-классы и дали концерты в Финляндии: в Посольстве РФ и Кафедральном Соборе Хельсинки. В Швеции были концерты в the House of Nobility в Стокгольме и в Кафедральном Соборе Копенгагена в Дании.;Есть;0;800;809;https://youtu.be/MnsLN0b27bs;;;;;302;"муз колледж глинки спб; хоровой колледж спб; петербургский хоровой колледж;"
770373;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Художественно-профессиональный лицей Санкт-Петербурга им. К. Фаберже;Государственный;Нет;Культура и искусство ;www.hpl11.ru;г. Санкт-Петербург просп. Энергетиков, д. 4, корп. 2;+7 (812) 241-35-97;с 23.04.2018 по 14.05.2021;5 октября 1945 года приказом Главного управления трудовых резервов создано Художественное ремесленное училище. На сегодняшний день Художественно-профессиональный лицей Санкт-Петербурга имени Карла Фаберже ведёт подготовку по профессии «Ювелир» с присвоением двух квалификаций Ювелир и Огранщик вставок для ювелирных и художественных изделий. Обучающиеся лицея — постоянные участники районных, городских выставок, выставок-конкурсов, конкурсов профессионального мастерства. В 2013 году приняли участие в международном конкурсе в Москве и заняли 3 место.;Нет ;;539;809;;;;;;257;"колледж фаберже спб; проф лицей фаберже; профессиональный колледж фаберже;"
770381;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Электромашиностроительный колледж (ЭМК);Государственный;Нет;Технологии и технические науки ;www.empl-2.ru;г. Санкт-Петербург, ул. Варшавская, д. 7, лит. А;+7 (812) 246-02-10;С 18.06.2018 по 18.06.2024;Санкт-Петербургское государственное бюджетное профессиональное образовательное учреждение «Электромашиностроительный колледж» (бывший Электромашиностроительный профессиональный лицей ) готовит профессионалов по современным рабочим профессиям по нескольким специализациям одновременно, поэтому все лаборатории и мастерские оснащены современным технологическим оборудованием XXI века. В колледже работают различные мастерские: токарная, фрезерная, станков с ЧПУ, электромонтажная, радиомонтажная, слесарная и другие. За несколько десятилетий образовательное учреждение выпустило более 100 тыс. квалифицированных специалистов. Трудовой путь многих этих молодых рабочих начался на заводе «Электросила». За заслуги в деле подготовки кадров для электротехнической промышленности учебное заведение в 1967 году было награждено орденом Трудового Красного Знамени. Нынешнее наименование и статус колледжа учреждение получило в 2013 году.;Нет ;;450;675;https://youtu.be/ucnBLQ6Ic3g;;;;;314;"эмк колледж спб; колледж на варшавской спб;"
770382;"Северо-Западный ФО
";г. Санкт-Петербург;г. Санкт-Петербург;Электромеханический техникум железнодорожного транспорта им. А.С. Суханова;Государственный;Нет;Технологии и технические науки ;www.emtgt.ru;г. Санкт-Петербург, ул. Софийская, д. 19, корп. 2;+7 (812) 241-28-85;с 26.12.2016 по 31.12.2020;Санкт-Петербургское государственное бюджетное профессиональное образовательное учреждение «Электромеханический техникум железнодорожного транспорта им. А.С. Суханова» было создано в 1920 году.За все годы своего существования техникум стал центром подготовки квалифицированных рабочих кадров для Октябрьской железной дороги. Обучающимся предоставляется весь пакет социальных услуг на время обучения (бесплатное питание, льготный проезд, регулярные медицинские осмотры, выплачивается стипендия и др.).;Нет ;;539;809;https://youtu.be/whNSLsks2Us;;;;;258;"колледж суханова; эмт жд колледж спб; сухановский жд колледж; "
770390;Центральный ФО;Московская область;г. Солнечногорск;ГБПОУ МО Колледж «Подмосковье»;Государственный;Нет;Широкий профиль ;www.klincollege.ru;Московсrая обл., г. Солнечногорск, ул. Набережная,  д. 2 ;+7 (496) 242-05-30;с 28.04.2016 по 28.04.2022;"Колледж «Подмосковье» - крупнейшее профессиональное образовательное учреждение Московской области, колледж третий год подряд становится лучшим профессиональным образовательным учреждением Подмосковья. Современное оснащение учебных кабинетов и мастерских позволяет реализовывать различные программы СПО. Колледж активно сотрудничает с будущими работодателями, готовит специалистов для АО «Международный аэропорт Шереметьево», концерна Daimler AG, FM logistic, ПАО ""Сбербанк"", банков ""ВТБ"", ""Возрождение"", Клинского хлебо- и мясо-комбинатов, Солнечногорской и Клинской ЦРБ, пожарных и спасательных отрядов г. Солнечногорска и г. Клина. Студенты колледжа принимают активное участие в движении ""Молодые профессионалы"" (WorldSkills Russia), где ежегодно занимают призовые места.";Есть;480;530;795;https://youtu.be/LurDhfUXiFU;;;да;;390;"колледж подмосковье; клин колледж;"
770021;Северо-Кавказский ФО;Ставропольский край;г. Ставрополь;Георгиевский техникум механизации, автоматизации и управления;Государственный;Нет;Технологии и технические науки ;www.гео-тех.рф;г. Ставрополь, ул. Ломоносова, д. 3;+7 (879) 516-35-06;с 27.01.2017 по 31.03.2020;За 80 лет своего развития техникум выпустил более 20 тысяч специалистов среднего звена для агропромышленного комплекса страны. Многие из них – руководители сельскохозяйственных и других предприятий, среди них научные заслуженные работники и влиятельные политические деятели.;Есть;500;509;839;;;;;ДА;224;"ставропольский гео тех; ставропольский колледж механизации; гтмау ставрополь;"
770025;Северо-Кавказский ФО;Терская область;г. Сунжа;Гуманитарный колледж (г. Сунжа);Негосударственный;Нет;Гуманитарные науки ;www.sunzha-college.ru;г. Сунжа, ул. Луначарского, д.84;+7 (873) 095-14-18;c 27.01.2017 по 27.01.2023;Деятельность колледжа направлена на удовлетворение потребности молодежи в доступном, качественном и эффективном образовании, обеспечении выпускникам хорошие перспективы трудоустройства и дальнейшего профессионального роста. На данный момент в колледже обучаются 300 студентов, которые обучаются на 5 специальностях.;Нет ;;509;839;;;;;ДА;223;
770328;Уральский ФО;Ханты-Мансийский автономный округ;г. Сургут;Сургутский политехнический колледж;Негосударственный;Нет;Технологии и технические науки ;www.surpk.ru;г. Сургут, ул. Маяковского, д. 41;+7 (346) 220-69-40;с 08.07.2014 по 29.04.2020;Ежегодно колледж набирает около 900 студентов, чтобы обеспечить качественную подготовку по широкому списку профессий и специальностей. Учеба в колледже состоит не только из освоения теории, но и практики. Также у студентов есть возможность участвовать в различных мероприятиях и повышать свою квалификацию. Колледж неоднократно становился победителем подобных мероприятий, имеет заслуги в развитии образовательной и профессиональной сферы.;Есть;0;539;809;нет;;;;ДА;127;"политех сургут; технический колледж сургут;"
770343;Центральный ФО;Тульская область;г. Тула;Тульский колледж строительства и отраслевых технологий;Государственный;Нет;Технологии и технические науки ;www.tksiot.ru;г. Тула, ул. Рязанская, д. 40;+7 (487) 224-08-25;с 28.04.2017 по 28.04.2023;Колледж предлагает обучение по перспективным видам профессий. Каждый желающий сможет найти себя, реализовать свой потенциал. Студенты обеспечиваются комфортными условиями, новейшей системой обучения. После окончания колледжа есть возможность продолжить обучение в одном из вузов России. Дополнительно колледж имеет много контактов с местными организациями, что обеспечивает студентов местами для прохождения практики.;Есть;20;477;716;https://youtu.be/Y4BxJGh1Bpg;;;;ДА;97;"тксиот тула; отраслевой колледж тула; колледж на рязанской тула;"
770342;Сибирский ФО;Иркутская область;г. Тулун;Тулунский аграрный техникум;Государственный;Нет;Сельскохозяйственное дело ;www.tulunagri.ru;г. Тулун, ул. Горячкина, д. 12;+7 (395) 302-11-17;с 24.05.2015 по 24.12.2021;Государственное бюджетное профессиональное образовательное учреждение «Тулунский аграрный техникум» является одним из крупнейших средних специальных учебных заведений Восточной Сибири, основан в 1935 году в поселке Балаганск Иркутской области, где вели  подготовку специалистов отделения «Агрономия». В 1938 году, в поисках плодородной земли, техникум переведен в село Иннокентьевск Тулунского района, где было открыто отделение механизации.В 1950 году техникум механизации, в целях создания нормальных условий для работы, получил постоянную прописку в г.Тулуне.;Есть;80;539;809;https://youtu.be/PfS7lO5rFPI;;;;ДА;185;"тулунский колледж на горячкина; аграрный колледж тулун; тат тулун;"
770345;Приволжский ФО;Ульяновская область;г. Ульяновск;Ульяновский многопрофильный техникум;Государственный;Нет;Широкий профиль ;www.ulpst.ru;г. Ульяновск, ул. Рябикова, д. 6;+7 (842) 263-42-03;c 23.03.2018 по 23.03.2024;В рамках ежегодного Петербургского международного форума профессионального образования Ульяновский многопрофильный техникум признан лауреатом конкурса «100 лучших ссузов России - 2017» и получил золотую медаль. Это самую престижную общественную награду в области профессионального образования ОГБПОУ УМТ получает уже в четвёртый раз. Директор техникума Данилова Ирина Николаевна отмечена почётным знаком «Директор года - 2017» за вклад в развитие профессионального образования, высокий профессионализм и плодотворный труд.;Нет ;;539;809;;;;;ДА;378;"улпст ульяновск; профильный колледж ульяновск; колледж на рябикова ульяновск;"
770346;Приволжский ФО;Ульяновская область;г. Ульяновск;Ульяновский физкультурно-спортивный техникум Олимпийского резерва;Государственный;Нет;Спорт и физическая культура;www.ufstor.edusite.ru;г. Ульяновск, просп. 50-летия ВЛКСМ, д. 25;+7 (422) 27-83-19;с 08.07.2016 по 14.06.2019;Ульяновский физкультурно-спортивный техникум Олимпийского резерва является правопреемником физкультурно-педагогического училища № 3, которое было создано в 1967 году.В настоящее время в Ульяновском физкультурно-спортивном техникуме Олимпийского резерва обучается 366 студентов, среди них 3 мастера спорта международного класса, 17 мастеров спорта России и более 50 кандидатов в мастера спорта.Преподавание в техникуме осуществляют 34 преподавателя.Среди них 4 кандидата наук, 1 заслуженный учитель, 5  почетных работников среднего профессионального образования, 2 отличника народного образования.;Есть;;539;809;https://youtu.be/o2rMFCuOdY4;;;;ДА;359;"уфстор ульяновск; физкультурный колледж ульяновск; спортивный колледж ульяновск; олимпийский колледж ульяновск;"
770363;Приволжский ФО;Республика Башкортостан;г. Уфа;Уфимский колледж статистики, информатики и вычислительной техники;Государственный;Нет;Технологии и технические науки ;www.uksivt.ru;г. Уфа, ул. Кирова, д. 65;+7 (374) 228-67-72;с 05.05.2016 по 05.05.2022;Уфимский колледж статистики, информатики и вычислительной техники — это государственное бюджетное образовательное учреждение, ведущее образовательную деятельность в соответствии с федеральными государственными образовательными стандартами среднего профессионального образования. Здесь Вы можете овладеть профессиями бухгалтера, юриста, стать специалистами по земельно-имущественным отношениям и техниками в различных областях профессиональной деятельности — по защите информации, по компьютерным системам, по компьютерным сетям, по информационным системам, по программированию. УКСИВТ — это современные аудитории, новые образовательные технологии, это информационный центр и яркая насыщенная студенческая жизнь.;Есть;615;620;930;;;;;ДА;379;"уксивт уфа; уфимский колледж на кирова;"
