id профессии;Сфера деятельности;Профессия;В каких областях можно работать?;С чем хочу работать;Что хочу делать;Зарплата начинающего специалиста (по России);Зарплата ведущего специалиста (по России);Что делает специалист;Какими качествами нужно обладать;Книги для саморазвития;Фильмы, влоги, передачи про профессию (не выше 16+);Рекомендуемые специальности ;Похожие профессии;График работы;Характер труда;;;
2412;Бизнес и администрирование;Аудитор;"<ul>
<li>Аудитор финансовой отчетности</li>
<li>Налоговый аудитор</li>
<li>Аудитор на соответствие требованиям</li>
<li>Ценовой аудитор</li>
<li>Аудитор хозяйственной деятельности</li>
<li>Управленческий аудитор</li>
</ul>";"Финансы; Информация";"Контролировать; Исследовать";25000;150000;"<ul>
<li>Сбор и анализ информации о компании из различных источников;</li>
<li>Проведение финансовой проверки (заказной или внутренней);</li>
<li>Работа с документами компании на основе текущих финансовых законов РФ;</li>
<li>Вынесение аудиторского заключения (решения) о деятельности компании.</li>
</ul>";"<ul>
<li>Интерес к оформлению и проверке документов</li>
<li>Страсть к правде и точным данным</li>
<li>Умение анализировать массивные разнородные данные</li>
</ul>";"<ul>
<li>Ха-Джун Чанг ""Как устроена экономика""*В этой книге экономист из Кембриджа Ха-Джун Чанг в занимательной и доступной форме объясняет, как в реальных условиях работает мировая экономика. Финансовый аналитик предлагает читателю идеи, которые нельзя найти в учебниках по экономике, и делает это с глубоким знанием истории, остроумием и легким пренебрежением к традиционным экономическим теориям. 
В отличие от многих экономистов, предлагающих один взгляд на свой предмет, Чанг рассматривает множество теорий - от классической до кейнсианской, показывая преимущества и недостатки каждой из них, и убедительно демонстрирует, что единого правильного подхода для объяснения функционирования экономики нет. Взамен одной ""верной"" теории автор предлагает набор инструментов, которые помогут вам лучше понять, как функционирует современная экономика в глобальном мире, где все связано между собой. Прекрасная экнциклопедия для будущих брокеров, аудиторов, финансовых аналитиков. </li><li>Пол Винья, Майкл Кейси ""Эпоха криптовалют""*Обозреватели Wall Street Journal Пол Винья и Майкл Кейси рассказывают о страхах и слухах, окружающих биткойн как средство расчета, и призывают читателей приготовиться к новой экономической реальности, которая обязательно наступит. В этой книге они рассказывают историю биткойна и проводят анализ роли криптовалют в современном мире: как они возникли и откуда пришли, какие функции выполняют, и что аудиторам, экономистам, брокерам, экспертам-оценщикам нужно знать, чтобы быть готовыми к новому миру с кибер-экономикой. Технология криптовалюты состоит в том, что, устраняя необходимость в посреднике, она поддерживает инфраструктуру, в которой незнакомые люди могут вести бизнес друг с другом. Это достигается за счет того, что важнейшая функция ведения учетных регистров передается от централизованных финансовых учреждений в сеть автономных.</li>
</ul>";"<ul>
<li>Слишком крут для неудачи (2011)*https://youtu.be/qRme5Eijn34</li>
</ul>";<p>38.03.01 Экономика</p>;;Четкий график;"Офисная работа; Командировки";;;
2413;Бизнес и администрирование;Финансовый аналитик;"<ul>
<li>Финансовый менеджер</li>
<li>Аналитик по облигациям</li>
<li>Инвестиционный аналитик</li>
<li>Консультант по ценным бумагам</li>
</ul>";"Финансы; Информация";"Контролировать; Обслуживать";45000;130000;"<ul>
<li>Ведение базы данных по финансам компании;</li>
<li>Проведение финансовой проверки;</li>
<li>Обеспечение законности финансовых операций компании;</li>
<li>Рекомендация для клиента подходящего ему финансового решения.</li>
</ul>";"<ul>
<li>Грамотная устная и письменная речь</li>
<li>Аналитический склад ума</li>
<li>Желание вести переговоры и презентации</li>
<li>Интерес к написанию реценезий и заключений</li>
</ul>";"<ul>
<li>Ха-Джун Чанг ""Как устроена экономика""*В этой книге экономист из Кембриджа Ха-Джун Чанг в занимательной и доступной форме объясняет, как в реальных условиях работает мировая экономика. Финансовый аналитик предлагает читателю идеи, которые нельзя найти в учебниках по экономике, и делает это с глубоким знанием истории, остроумием и легким пренебрежением к традиционным экономическим теориям. 
В отличие от многих экономистов, предлагающих один взгляд на свой предмет, Чанг рассматривает множество теорий - от классической до кейнсианской, показывая преимущества и недостатки каждой из них, и убедительно демонстрирует, что единого правильного подхода для объяснения функционирования экономики нет. Взамен одной ""верной"" теории автор предлагает набор инструментов, которые помогут вам лучше понять, как функционирует современная экономика в глобальном мире, где все связано между собой. Прекрасная экнциклопедия для будущих брокеров, аудиторов, финансовых аналитиков. </li><li>Пол Винья, Майкл Кейси ""Эпоха криптовалют""*Обозреватели Wall Street Journal Пол Винья и Майкл Кейси рассказывают о страхах и слухах, окружающих биткойн как средство расчета, и призывают читателей приготовиться к новой экономической реальности, которая обязательно наступит. В этой книге они рассказывают историю биткойна и проводят анализ роли криптовалют в современном мире: как они возникли и откуда пришли, какие функции выполняют, и что аудиторам, экономистам, брокерам, экспертам-оценщикам нужно знать, чтобы быть готовыми к новому миру с кибер-экономикой. Технология криптовалюты состоит в том, что, устраняя необходимость в посреднике, она поддерживает инфраструктуру, в которой незнакомые люди могут вести бизнес друг с другом. Это достигается за счет того, что важнейшая функция ведения учетных регистров передается от централизованных финансовых учреждений в сеть автономных.</li>
</ul>";"<ul>
<li>Инсайдеры (2010)*https://youtu.be/4sHJ-Dnjsd0</li>
<li>Игра на понижение (2015)*https://youtu.be/4sHJ-Dnjsd0</li>
</ul>";<p>38.03.01 Экономика</p>;;Четкий график;Офисная работа;;;
2414;Бизнес и администрирование;Эксперт-оценщик;"<ul>
<li>Оценщик недвижимости</li>
<li>Страховой эксперт</li>
<li>Эксперт по претензиям</li>
</ul>";"Финансы; Информация";"Контролировать; Исследовать";45000;100000;"<ul>
<li>Оценка стоимости имущества и бизнеса;</li>
<li>Поиск наиболее выгодных для клиента решений купле-продажи;</li>
<li>Управление имуществом, находящимся в государственной собственности;</li>
</ul>";"<ul>
<li>Желание сравнивать, оценивать, классифицировать </li>
<li>Готовность много общаться, консультировать</li>
<li>Педантичность, здоровая дотошность</li>
<li>Жажда выгодных решений </li>
</ul>";"<ul>
<li>Андрей Постюшков ""Как стать оценщиком?""*Данная книга предназначена тем, кто собирается стать оценщиком. Её цель – дать исчерпывающую информацию о профессии оценщика и о том, как им стать. Книга написана максимально простым языком, без вырезок из законов и профессиональных терминов.</li><li>Нина Симионова ""Методы оценки имущества. Бизнес, недвижимость, земля, машины, оборудование и транспортные средства""*В книге рассмотрены основные стандартные методы, применяемые в практике оценки таких видов собственности, как функционирующие предприятия, доходная недвижимость, машины и оборудование, различные типы транспортных средств, земельные участки. Предлагаемый материал максимально ориентирован на практические примеры и задачи. Пособие рассчитано на широкий круг читателей и, конечно, для тех, кто только планирует стать экспертом-оценщиком.</li>
</ul>";"<ul>
<li>YouTube-канал ""Оценка Недвижимости""*https://youtu.be/qILFzNhaE1E</li>
<li>YouTube-канал ""Простой оценщик""*https://youtu.be/C3GWJmRAjuQ</li>
</ul>";<p>38.03.01 Экономика</p>;;Четкий график;Офисная работа;;;
2415;Бизнес и администрирование;Брокер;"<ul>
<li>STP-брокер</li>
<li>ECN-брокер</li>
</ul>";"Финансы; Информация";"Контролировать; Исследовать";20000;190000;"<ul>
<li>Участие в биржевых торгах, отслеживание тенденций и их прогноз;</li>
<li>Купле-продача ценных бумаг;</li>
<li>Хранение, использование и учет денежных средств клиента, предназначенных для инвестирования в ценные бумаги;</li>
<li>Представление клиенту отчетов о ходе торгов на бирже.</li>
</ul>";"<ul>
<li>Решительность</li>
<li>Умение выполнять быстрые и точные расчеты</li>
<li>Азартность, рискованность</li>
</ul>";"<ul>
<li>Ха-Джун Чанг ""Как устроена экономика""*В этой книге экономист из Кембриджа Ха-Джун Чанг в занимательной и доступной форме объясняет, как в реальных условиях работает мировая экономика. Финансовый аналитик предлагает читателю идеи, которые нельзя найти в учебниках по экономике, и делает это с глубоким знанием истории, остроумием и легким пренебрежением к традиционным экономическим теориям. 
В отличие от многих экономистов, предлагающих один взгляд на свой предмет, Чанг рассматривает множество теорий - от классической до кейнсианской, показывая преимущества и недостатки каждой из них, и убедительно демонстрирует, что единого правильного подхода для объяснения функционирования экономики нет. Взамен одной ""верной"" теории автор предлагает набор инструментов, которые помогут вам лучше понять, как функционирует современная экономика в глобальном мире, где все связано между собой. Прекрасная экнциклопедия для будущих брокеров, аудиторов, финансовых аналитиков. </li><li>Пол Винья, Майкл Кейси ""Эпоха криптовалют""*Обозреватели Wall Street Journal Пол Винья и Майкл Кейси рассказывают о страхах и слухах, окружающих биткойн как средство расчета, и призывают читателей приготовиться к новой экономической реальности, которая обязательно наступит. В этой книге они рассказывают историю биткойна и проводят анализ роли криптовалют в современном мире: как они возникли и откуда пришли, какие функции выполняют, и что аудиторам, экономистам, брокерам, экспертам-оценщикам нужно знать, чтобы быть готовыми к новому миру с кибер-экономикой. Технология криптовалюты состоит в том, что, устраняя необходимость в посреднике, она поддерживает инфраструктуру, в которой незнакомые люди могут вести бизнес друг с другом. Это достигается за счет того, что важнейшая функция ведения учетных регистров передается от централизованных финансовых учреждений в сеть автономных.</li>
</ul>";"<ul>
<li>Игра на понижение (2015)*https://youtu.be/4sHJ-Dnjsd0</li>
<li>Предел риска (2011)*https://youtu.be/ADUmsO2AnWY</li>
<li>Волк с Уолл-стрит (2013)*https://youtu.be/CHivqmutR0I</li>
</ul>";<p>38.03.01 Экономика</p>;;Подвижный график;"Удаленная работа; Офисная работа";;;
;1;;;;;;;;;;;;;;;;;
2131;Наука и техника;Биолог;"<ul>
<li>Микробиолог</li>
<li>Специалист по биологии моря</li>
<li>Специалист по молекулярной биологии</li>
<li>Бактериолог</li>
</ul>";"Растения и животные; Информация";"Исследовать; Контролировать";25000;60000;"<ul>
<li>Отбор проб для проведения биологических работ;</li>
<li>Приготовление реактивов и питательных сред для выращивания микроорганизмов;</li>
<li>Проведение биологических опытов и экспериментов.</li>
<li>Уход за лабораторным оборудованием;</li>
</ul>";"<ul>
<li>Любовь к природе, подлинный интерес к флоре и фауне</li>
<li>Желание проводить исследования и эксперименты</li>
<li>Наблюдательность, терпеливость</li>
</ul>";"<ul><li>Сергей Ястребов """"От атомов к древу""""* Книга Сергея Ястребова - в своем роде уникальная. Это практически идеальный учебник биологии как для взрослых людей, которые ничего не помнят из школы, но хотят разобраться, так и для юных биологов. Сергей потрясающе просто, подробно и доходчиво излагает основы современной биологии.</li><li> Стивен Липкин, Джон Луома """"Время генома»*Отличная книга для биологов и генных инженеров. Как стремительное развитие генетики меняет мир и каким будет наше будущее? Почти каждую неделю в СМИ появляются заголовки о новых, захватывающих достижениях в области генетики, сулящих нам долголетие без болезней. Полногеномное секвенирование позволяет выявить ранее не диагностируемые заболевания, обнаружить рак на ранней стадии, узнать тайны нашей родословной. Казалось бы, остается только воспользоваться всеми этими новыми возможностями. Но так ли все просто? На примерах своих пациентов авторы книги - доктор медицинских наук Стивен Липкин и научный журналист Джон Луома - показывают как огромный потенциал, так и серьезные опасности генетических технологий.</li></ul>";"<ul>
<li>BBC: Замерзшая планета (2011)*https://youtu.be/MDvTdiS6oto</li>
<li>Тело человека (1998)*https://youtu.be/DCGDz22xYVI</li>
</ul>";<p>06.03.01 Биология</p>;;Четкий график;"Офисная работа; Командировки";;;
2132;Наука и техника;Ботаник;"<ul>
<li>Агроном</li>
<li>Специалист по питательным растениям</li>
<li>Флорист</li>
</ul>";Растения и животные;"Исследовать; Защищать; Производить";25000;60000;"<ul>
<li>Изучение почв и семян для посева;</li>
<li>Выведение новых сортов растений, восстановление популяции вымирающих выдов;</li>
<li>Формирование заказа на удобрения и условия выращивания культур;</li>
<li>Замер результатов посевного сезона.</li>
</ul>";"<ul>
<li>Любовь к миру растений</li>
<li>Желание проводить исследования и эксперименты</li>
<li>Наблюдательность, терпеливость</li>
</ul>";"<ul><li> Манкузо Стефано, Виола Алессандра ""О чем думают растения. Тайная жизнь, скрытая от посторонних глаз""*Если вы хотите стать учебным-ботаником, вероятно, вы задумывались, что чувствуют растения и есть ли у них интеллект? Способны ли они общаться между собой и предугадывать будущее? Как новейшие научные открытия в области растительной нейробиологии повлияют на наше представление о сознании? Оказывается, растения - сложные живые существа, способные к восприятию, борьбе, коммуникации, запоминанию, обучению и социальной жизни. Книга ученого-ботаника флорентийского университета нейробиолога Стефано Манкузо ""О чем думают растения"" доказывает, что растения способны на большее, чем мы можем себе представить.</li></ul>";"<ul>
<li>Больше, чем мед (2012)*https://youtu.be/UPOW476hu8E</li>
</ul>";"<p>06.03.01 Биология</p>
<p>35.03.03 Агрохимия и агропочвоведение</p>
<p>35.03.04 Агрономия</p>
<p>35.03.05 Садоводство</p>";;Четкий график;"Офисная работа; Командировки";;;
2133;Наука и техника;Зоолог;"<ul>
<li>Зоотехник</li>
<li>Океанолог</li>
<li>Кинолог</li>
</ul>";Растения и животные;"Исследовать; Защищать; Производить";25000;60000;"<ul>
<li>Изучение поведения животных в естественных и искусственных условиях;</li>
<li>Выведение новых пород животных;</li>
<li>Разработка программ сохранения и поддержания жизни животных.</li>
</ul>";"<ul>
<li>Любовь к миру животных</li>
<li>Желание проводить исследования и эксперименты</li>
<li>Наблюдательность, терпеливость</li>
</ul>";"<ul>
<li>Клэр Уокер Лесли ""Ближе к природе""*""Эта детская иллюстрированная книга станет настоящим подарокм любому подростку, которых хоть стать зоологом. Это одновременно дневник для записи наблюдений, сборник творческих заданий и познавательная книга. Она откроет вам удивительный мир природы и станет проводником в увлекательном путешествии, в которое вы отправляетесь каждый день - как только выходите из дома.</li>
<li>Левитин Вадим ""Удивительная зоология""*Книга посвящена наиболее интересным феноменам животного мира. Она рассказывает о быстрокрылых стрекозах и умных муравьях, о термитах-строителях и пчелах-танцовщицах, заботливых синицах и сообразительных крысах, о трогательных ленивцах и полных достоинства обезьянах. Юные зоологи узнают о том, что киты, по всей видимости, произошли от древних копытных, а некоторые доисторические птицы были когда-то самыми крупными и опасными хищниками. Немало внимания уделено автором и вопросам этологии - науки, которая изучает нравы и обычаи животных. Отличный вариант для поступающих на зоолога.</li></ul>";"<ul>
<li>YouTube-канал ""National Geographic""*https://youtu.be/SVMbZC2cMV8</li>
<li>YouTube-канал Yoll*https://youtu.be/dPUxVIpWc5c</li>
<li>YouTube-канал ZООCOM club https://youtu.be/mCs8mpNlSiA</li>
</ul>";"
<p>06.03.01 Биология</p>
<p>35.03.08 Водные биоресурсы и аквакультура</p>
<p>35.03.09 Промышленное рыболовство</p>
<p>36.03.02 Зоотехния</p>";;Четкий график;"Офисная работа; Командировки";;;
2134;Наука и техника;Агроинжнер;"<ul>
<li>Инженер-проектировщик с\х оборудования</li>
<li>Агрокультуролог</li>
<li>Агрохимик</li>
</ul>";"Природные ресурсы; Техника";"Исследовать; Управлять; Производить";40000;100000;"<ul>
<li>Организация пространства для выращивания культур;</li>
<li>Разработка или подбор оборудования для с/х целей;</li>
<li>Техническая подоготовка грунта для следующего посевного сезона.</li>
</ul>";"<ul>
<li>Интерес большой технике</li>
<li>Желание заниматься сельским хозяйством</li>
<li>Технический склад ума</li>
</ul>";"<ul>
<li>Фролова Ж. ""Энциклопедия домашнего фермера""*В наши дни быть агроинженером и иметь свою ферму может быть весьма прибыльным делом. Эта книга будет полезна всем, кто содержит домашних животных и птиц на личном подворье или приусадебном участке, а также занимается разведением пчел. Она содержит рекомендации по разведению, выращиванию, кормлению, профилактике и лечению заболеваний. Надеемся, что вы сможете реализовать ваши фермерские планы и получите хорошую прибыль от вашего дела. Хороший справочник для тех, кто хоть стать агро-инженером.</li>
</ul>";"<ul><li>YouTube-канал ""Видео-канал Вамакс Трейд""*https://youtu.be/AbZMEqigD-k</li><li>Агротехника в действии*https://youtu.be/S2mBUmOM0zc</li></ul>";"<p>06.03.01 Биология</p>
<p>35.03.03 Агрохимия и агропочвоведение</p>
<p>35.03.06 Агроинженерия</p>";;Четкий график;"Офисная работа; Разъезды по городу";;;
2135;Наука и техника;Почвовед;"<ul>
<li>Эколог почвы</li>
<li>Техник-биохимик</li><li>Специалист по востановлению почв</li>
</ul>";"Природные ресурсы; Информация";"Исследовать; Производить";25000;60000;"<ul>
<li>Изучение типов почв для целей предприятий и государства;</li>
<li>Создание условий для обогащения почв;</li>
<li>Приготовление химических составов-удобрений для почв;</li>
<li>Вынесение заключений о состоянии почв.</li>
</ul>";"<ul>
<li>Интерес к составу и видам почв</li>
<li>Желание пользоваться измирительными приборами</li>
<li>Желание проводить лабораторные исследования и эксперименты</li>
</ul>";"<ul><li>Алексеенко В.А. и А.В. ""Химические элементы в городских почвах""*В книге излагаются данные о геохимических ландшафтах и поведении химических элементов в биосфере. Существенное внимание уделяется ландшафтам населенных пунктов, их классификации, формированию в них геохимических аномалий. Дается подробная информация о кларках, местных фоновых содержаниях и разбросе химических элементов в абиогенных, биогенных и биокосных системах. Рассматриваются геохимические особенности почв различных селитебных ландшафтов в зависимости от числа проживающих жителей. Отличная книга для для почвоведов геологов, геохимиках и специалистов других смежных профессий.</li><li>Данкова Л. ""Секреты плодородной почвы""*Плодородная почва - один из залогов успеха и непростом деле выращивания и получения богатого урожая на дачном участке. Необходимо быть умелым почвоведом, чтобы хорошо разбираться во всех тонкостях и нюансах, связанных с особенностями почвы и её подготовкой к посеву, а также знать общие правила внесения удобрений для различных видов культур. Всё больше внимания уделяется использованию ""безвредных"" методов повышения плодородия, что позволяет садоводам и огородникам получать ""экологически чистые"" продукты без дополнительной обработки вредными химикатами. Из книги вы узнаете всю информацию, полезную для опытного дачника и молодого почвоведа.<li></ul>";<ul><li>Живая Земля : фильм о почве (2011)*https://youtu.be/6yhDMz2SZo4</li><li>АгроПрогноз*https://youtu.be/wEPAYZYJ9ds</li></ul>;"<p>06.03.01 Биология</p>
<p>05.03.01 Геология</p>
<p>06.03.02 Почвоведение</p>
<p>35.03.03 Агрохимия и агропочвоведение</p>";;Четкий график;"Офисная работа; Командировки";;;
2136;Наука и техника;Эколог;"<ul>
<li>Инженер-эколог</li><li>Эколог по утилизации отходов</li>
<li>Химик-эколог</li>
<li>Микроэколог</li>
</ul>";"Растения и животные; Природные ресурсы";"Исследовать; Защищать; Заботиться";25000;80000;"<ul>
<li>Оценивает риски и уровень загрязнения;</li>
<li>Организует процесс утилизации отходов;</li>
<li>Проводит мероприятия по предотвращению загрязнения окружающей среды</li>
<li>Участвует в экологических экспертиза;</li>
<li>Разработывает план самоотчиски производства;</li>
</ul>";"<ul>
<li>Обостренная забота об окружающей среде</li>
<li>Умение находить оптимальные решения</li>
<li>Легкость на подъем</li>
<li>Умение убеждать, организаторские навыки</li>
</ul>";"<ul><li>Донелла Медоуз, Йорген Рандерс, Деннис Медоуз ""Пределы роста: 30 лет спустя""*Главная книга ХХ века об устойчивом развитии. «Пределы роста» объясняют зависимости между численностью населения и объемами производства и потребления, экспоненциальный рост которых за последние 30 лет сильно приблизил человечество к физическим пределам нашей планеты. Авторы-экологи доступным языком описывают свою математическую модель World3, которая, основываясь на данных с начала прошлого века, просчитывает 12 возможных сценариев развития мира до 2100 года — от самых пессимистичных до обнадеживающих. Книга заставляет задуматься об экологических проблемах и подумать о карьере эколога.</li></ul>";"<ul><li>YouTube-канал ""Эколог Глеб""*https://youtu.be/D4v5VrzjrTQ</li>
<li>Переработка мусора в России*https://youtu.be/o9A7mAFd6Wg</li></ul>";"<p>35.03.03 Агрохимия и агропочвоведение</p>
<p>20.03.02 Природообустройство и водопользование</p>
<p>18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии</p>";;Четкий график;"Офисная работа; Командировки";;;
;1;;;;;;;;;;;;;;;;;
2621;Культура и искусство;Музеолог;"<ul>

<li>Музеевед</li>

<li>Музейный работник</li>

</ul>";"Люди; Информация; Искусство";"Исследовать; Защищать";20000;40000;"<ul>

<li>Научно-исследовательская работа по изучению и сохранению культурного наследия</li>

<li>Культурно-просветительская работа в музеях, галереях, заповедниках, туристических центрах</li>

<li>Производственная работа в реставрационных мастерских, на аукционах, выставках</li>

<li>Организационно-управленческая работа в организациях по охране памятников истории и культуры</li>

</ul>";"<ul>
<li>Любовь к истории и искусству</li>
<li>Доброжелательность, усидчивость</li>
<li>Готовность находиться в музее часы напролет;</li>
<li>Готовность повторять одно и то же несколько раз</li>
</ul>";"<ul>
<li>Серия книг ""Музеи мира""*Это уникальный проект, включающий в себя альбомы, посвященные коллекциям ведущих мировых музеев искусств. Каждый выпуск серии - это познавательная прогулка и знакомство с экспозициями музеев разных точек мира. Серия будет интересна начинающим музеологам.</li>
<li>Йохан Идема ""Как ходить в музей. Советы о том, как сделать посещение по-настоящему запоминающимся""*Будь вы новичок или завсегдатай, вы увидите, что в музейном этикете продиктовано здравым смыслом, а что - его отсутствием. Обычная концепция поведения в музее - ""иди медленно, но продолжай идти"", - едва ли себя оправдывает. Вот почему эта книга призывает вас принять вызов, который бросает нам искусство, сойти с проторенной дорожки и взять инициативу в свои руки. Вы узнаете, как сделать музейных смотрителей своими союзниками. Научитесь практическому методу отличать хорошее искусство от плохого. Поймете, почему дети способны приоткрыть нам завесу мира скрытого за художественными произведениями. Книга поможет будущему музеологу познакомиться с главным делом своей жизни.</li>
<li>Евграф Кончин ""Как рождается музей""*На примерах создания Государственной Третьяковской галереи, Музея В.А.Тропинина и московских художников его времени, Музея-панорамы ""Бородинская битва"", Саратовского художественного музея им. А.Н.Радищева, Мемориального дома-музея И.И.Шишкина в Елабуге в этой книге рассказывается о том, как складываются художественные коллекции и как из них рождаются художественные музеи.</li>
</ul>";"<ul>

<li>Ночь в музее (2006)*https://youtu.be/u-Zvw8tKasQ</li>

<li>Код Да Винчи (2006)*https://youtu.be/iAFI26C69qc</li>

<li>Два дня (2011)*https://youtu.be/oR_Bbg3A948</li>

<li>Русский ковчег (2002)*https://youtu.be/U_mynDyLUuc</li>

</ul>";"<p>46.03.02 Документоведение и архивоведение</p>

<p>48.03.01 Теология</p>

<p>51.03.01 Культурология</p>

<p>51.03.04 Музеология и охрана объектов культурного и природногонаследия</p>

<p>51.03.06 Библиотечно-информационная деятельность</p>";;Подвижный график;Офисная работа ;;;
2622;Культура и искусство;Искусствовед;"<ul>
<li>Аукционист</li>
<li>Музыковед</li>
<li>Арт-менеджер</li>
<li>Театровед</li>
<li>Литературовед</li>
<li>Киновед</li>
</ul>";"Информация; Искусство";"Исследовать; Защищать";20000;80000;"<ul>
<li>Изучение специфики видов и жанров искусства</li>
<li>Систематизация произведений отдельных мастеров, различных школ и направлений</li>
<li>Обеспечение сохранности исторических памятников</li>
<li>Предоставление заключения о необходимости реставрации той или иной работы</li>
<li>Решение спорных вопросов авторства, подлинности вещи, оценка стоимости</li>
<li>Организация экспозиции (подбор экспонатов, развеска)</li>
</ul>";"<ul>
<li>Интерес к искусству, любовь к прекрасному</li>
<li>Эрудиция и широкий кругозор</li>
<li>Креативность в сочетании с системностью</li>
</ul>";"<ul>
<li>Джорджо Вазари ""Жизнеописания наиболее знаменитых живописцев, ваятелей и зодчих""*Именно эта книга прославила в веках имя своего создателя: сохранив для потомков, будущих искусствоведов, массу важных сведений и занимательных подробностей о жизни и творчестве титанов эпохи Возрождения, Вазари фактически положил начало современному искусствознанию.</li>
<li>Ирвинг Стоун ""Жажда жизни""*Винсент Ван Гог — гениальный безумец, при жизни испытавший и презрение критиков живописи, и полное непонимание собратьев по кисти, а после смерти признанный великим художником. Его манера писать казалась странной и нелепой даже привыкшим к творческим экспериментам обитателям Монмартра. Его либо равнодушно отвергали, либо цинично использовали женщины. Над ним посмеивались друзья. Его жалели родные... Именно Ван Гогу посвящен самый известный биографический роман Ирвинга Стоуна. Книга будет интересна начинающим искусствоведам.</li>
<li>Джон Бёрджер ""Портреты"" (сборник)*Если в XX веке и были искусствоведы, достойные эпитета ""великий"";, то к их числу безусловно относится англичанин Джон Бёрджер. Каждая из его многочисленных книг становилась событием, предложенные им интерпретации давно считаются классикой, а снятый на Би-би-си фильм ""Искусство видеть""; вошел в программы всех западных университетов. Он превосходно писал во всех жанрах, документальных и художественных, и &ndash; единственный из всех искусствоведов стал лауреатом Букеровской премии.</li>
</ul>";"<ul>

<li>Улыбка Моны Лизы (2003)*https://youtu.be/vpEVKCn1GY></li>

<li>Копия верна (2010)*https://youtu.be/jEndU5gZ0u0</li>

<li>Сокровище нации: Книга Тайн (2007)*https://youtu.be/2QD_EYn2R9A</li>

</ul>";"<p>54.03.04 Реставрация</p>

<p>46.03.01 История</p>

<p>51.03.01 Культурология</p>

<p>51.03.04 Музеология и охрана объектов культурного и природного наследия</p>

<p>44.03.05 Педагогическое образование&nbsp;(с двумя профилями подготовки)</p>

<p>41.03.01 Зарубежное регионоведение</p>

<p>39.03.01 Социология</p>

<p>41.03.02 Регионоведение России</p>

<p>50.03.02 Изящные искусства&nbsp;</p>

<p>50.03.03 История искусств</p>

<p>58.03.01 Востоковедение и африканистика</p>

<p>50.03.01 Искусства и гуманитарные науки</p>

<p>51.03.02 Народная художественная культура</p>

<p>53.03.06 Музыкознание и музыкально-прикладное искусство</p>

<p>54.05.01 Монументально-декоративное искусство</p>";;Подвижный график;Офисная работа ;;;
