Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2020 году;2020 очная Прох.балл Бюджет 1 волна;2020 очная Прох.балл Бюджет 2 волна;2020 очная Прох.балл Платно ;2020 очная Число мест Бюджет ;2020 очная Число мест Платно ;2020 очная Конкурс Бюджет ;2020 очная Конкурс Платно ;2020 очная Срок  ;2020 очная Стоимость  ;2020 очно-заочная Прох.балл Бюджет ;2020 очно-заочная Число мест Бюджет ;2020 очно-заочная Число мест Платно ;2020 очно-заочная Срок  ;2020 очно-заочная Стоимость  ;2020 заочная Прох.балл Бюджет ;2020 заочная Число мест Бюджет ;2020 заочная Число мест Платно ;2020 заочная Срок  ;2020 заочная Стоимость  ;Адрес обучения по данному профилю;Содержание программы;Профессии;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ
г. Воронеж;0784;ВГУИТ;Управление в технических системах;27.03.02 Управление качеством;213314;Управление качеством в производственно-технологических системах;Факультет управления и информатики в технологических системах;Да;;;;Есть;15;;;4;125730;Набора не было;0;0;;;160;10;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0787;ВГУИТ;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.01 Теплоэнергетика и теплотехника;213153;Теплоэнергетика и теплотехника;Факультет пищевых машин и автоматов;Да;145;142;;16;14;;;4;125730;Набора не было;0;0;;;205;15;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0799;ВГУИТ;Управление в технических системах;27.03.01 Стандартизация и метрология;213307;Техническое регулирование экспортно-импортной продукции;Факультет управления и информатики в технологических системах;Да;140;152;;9;6;;;4;125730;Набора не было;0;0;;;131;9;16;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0341;ВГУИТ;Химические науки;18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;213236;Инжиниринг химических и нефтехимических производств;Факультет экологии и химической технологии;Да;188;162;;19;10;9,2;;4;125730;Набора не было;0;0;;;181;10;20;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0363;ВГУИТ;Химические науки;18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;213237;Экологическая безопасность производственных процессов;Факультет экологии и химической технологии;Да;188;162;;19;10;9,2;;4;125730;Набора не было;0;0;;;181;10;20;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0366;ВГУИТ;Биология и техносферная безопасность;19.03.04 Технология продукции и организация общественного питания;213255;Технологии производства продукции индустрии питания и ресторанного бизнеса;Факультет экономики и управления;Да;164;120;;47;10;1,8;;4;125730;Набора не было;0;0;;;162;25;20;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0366;ВГУИТ;Химические науки;18.03.01 Химическая технология;213223;Технология и переработка полимеров;Факультет экологии и химической технологии;Да;194;185;122;38;19;6,3;;5,5;125730;Набора не было;0;0;;;221;12;21;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0381;ВГУИТ;Химические науки;18.03.01 Химическая технология;213224;Химическая технология синтетических биологически активных веществ, химико-фармацевтических препаратов и косметических средств;Факультет экологии и химической технологии;Да;194;185;122;38;19;6,3;;5,5;125730;Набора не было;0;0;;;221;12;21;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0406;ВГУИТ;Химические науки;18.03.01 Химическая технология;213225;Химическая технология неорганических веществ;Факультет экологии и химической технологии;Да;194;185;122;38;19;6,3;;5,5;125730;Набора не было;0;0;;;221;12;21;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0443;ВГУИТ;Химические науки;18.03.01 Химическая технология;213226;Химическая технология тугоплавких неметаллических и силикатных материалов ;Факультет экологии и химической технологии;Да;194;185;122;38;19;6,3;;5,5;125730;Набора не было;0;0;;;221;12;21;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0446;ВГУИТ;Машиностроение;15.03.04 Автоматизация технологических процессов и производств;213197;Автоматизация технологических процессов и производств в пищевой и химической промышленности;Факультет управления и информатики в технологических системах;Да;178;156;139;16;4;;1,8;4;125730;Набора не было;0;0;;;143;16;24;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0446;ВГУИТ;Компьютерные и информационные науки;09.03.02 Информационные системы и технологии;213108;Моделирование и проектирование информационных процессов в технологических системах;Факультет управления и информатики в технологических системах;Да;197;181;126;43;17;10,8;1,3;4;125730;Набора не было;0;0;;;199;14;27;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0456;ВГУИТ;Машиностроение;15.03.02 Технологические машины и оборудование;213184;Машины и аппараты пищевых производств;Факультет пищевых машин и автоматов;Да;163;140;;27;4;;1,8;4;125730;Набора не было;0;0;;;239;17;28;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0460;ВГУИТ;Машиностроение;15.03.02 Технологические машины и оборудование;213185;Пищевая инженерия малых предприятий;Факультет пищевых машин и автоматов;Да;163;140;;27;4;;1,8;4;125730;Набора не было;0;0;;;239;17;28;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0464;ВГУИТ;Машиностроение;15.03.02 Технологические машины и оборудование;213186;Машины и оборудование биотехнологии;Факультет пищевых машин и автоматов;Да;163;140;;27;4;;1,8;4;125730;Набора не было;0;0;;;239;17;28;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;39;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0465;ВГУИТ;Природные ресурсы и технологии;35.03.08 Водные биоресурсы и аквакультура;213378;Технологии искусственного воспроизводства и переработки гидробионтов;Факультет управления и информатики в технологических системах;Да;135;147;Набора не было;12;0;;;4;;Набора не было;0;0;;;Набора не было;0;30;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0465;ВГУИТ;Зоологические науки;36.03.01 Ветеринарно-санитарная экспертиза;213382;Ветеринарно-санитарная экспертиза сырья и производства продуктов животного и растительного происхождения;Технологический факультет;Да;186;161;;11;19;;;4;125730;Набора не было;0;0;;;Набора не было;0;30;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
